CityName,StateCode,StateName,Latitude,Longitude, Population ,TimezoneCode
Strodes Mills,PA,Pennsylvania,40.5487,-77.6751,,E
Sweet Valley,PA,Pennsylvania,41.2823,-76.1447,,E
Bradenville,PA,Pennsylvania,40.3236,-79.3403,,E
Pleasant Unity,PA,Pennsylvania,40.2395,-79.4509,,E
Armbrust,PA,Pennsylvania,40.2237,-79.5512,,E
Hokendauqua,PA,Pennsylvania,40.6584,-75.4952,,E
Zion,PA,Pennsylvania,40.9168,-77.6908,,E
Glade Mills,PA,Pennsylvania,40.7245,-79.9242,,E
New Kingstown,PA,Pennsylvania,40.2311,-77.0728,,E
Cowden,PA,Pennsylvania,40.3178,-80.197,,E
Penryn,PA,Pennsylvania,40.2016,-76.3674,,E
Starbrick,PA,Pennsylvania,41.8419,-79.2133,,E
Clay,PA,Pennsylvania,40.2186,-76.2399,,E
Lake Arthur Estates,PA,Pennsylvania,40.9616,-80.1483,,E
Mildred,PA,Pennsylvania,41.4781,-76.3783,,E
Enhaut,PA,Pennsylvania,40.2324,-76.8254,,E
Wilburton Number One,PA,Pennsylvania,40.813,-76.3921,,E
Goshenville,PA,Pennsylvania,39.9951,-75.5444,,E
Soudersburg,PA,Pennsylvania,40.0151,-76.1529,,E
Wyano,PA,Pennsylvania,40.2015,-79.694,,E
Fairdale,PA,Pennsylvania,39.8901,-79.968,,E
Stormstown,PA,Pennsylvania,40.789,-78.0191,,E
Myoma,PA,Pennsylvania,40.7301,-80.0256,,E
Milligantown,PA,Pennsylvania,40.5584,-79.6759,,E
Fivepointville,PA,Pennsylvania,40.1828,-76.0553,,E
Cashtown,PA,Pennsylvania,39.8837,-77.3533,,E
Creighton,PA,Pennsylvania,40.5873,-79.7784,,E
Dornsife,PA,Pennsylvania,40.7456,-76.7891,,E
Elimsport,PA,Pennsylvania,41.1279,-77.0205,,E
Gastonville,PA,Pennsylvania,40.2669,-80.0095,,E
Calumet,PA,Pennsylvania,40.2189,-79.4892,,E
Fairville,PA,Pennsylvania,39.8443,-75.6308,,E
Library,PA,Pennsylvania,40.2898,-80.0098,,E
Ercildoun,PA,Pennsylvania,39.9465,-75.8391,,E
Mamont,PA,Pennsylvania,40.482,-79.5903,,E
Pine Glen,PA,Pennsylvania,41.0888,-78.058,,E
Church Hill,PA,Pennsylvania,40.6926,-77.5949,,E
Schlusser,PA,Pennsylvania,40.2432,-77.1784,,E
Dingmans Ferry,PA,Pennsylvania,41.2201,-74.8713,,E
Genesee,PA,Pennsylvania,41.9892,-77.8658,,E
Bradford Hills,PA,Pennsylvania,40.0032,-75.648,,E
Warrington,PA,Pennsylvania,40.2493,-75.1341,,E
Sigel,PA,Pennsylvania,41.2751,-79.1131,,E
Beech Mountain Lakes,PA,Pennsylvania,41.0414,-75.9324,,E
Mifflinville,PA,Pennsylvania,41.0307,-76.2995,,E
Paintertown,PA,Pennsylvania,40.3501,-79.6931,,E
Parker Ford,PA,Pennsylvania,40.1995,-75.5838,,E
Wakefield,PA,Pennsylvania,39.7766,-76.1804,,E
Fawn Lake Forest,PA,Pennsylvania,41.5158,-75.0548,,E
Meadow Lands,PA,Pennsylvania,40.2173,-80.23,,E
Jennersville,PA,Pennsylvania,39.8232,-75.8697,,E
Almedia,PA,Pennsylvania,41.0144,-76.385,,E
Warrendale,PA,Pennsylvania,40.6534,-80.0795,,E
Lyndora,PA,Pennsylvania,40.8523,-79.927,,E
Susquehanna,PA,Pennsylvania,41.9434,-75.5996,,E
Highcliff,PA,Pennsylvania,40.5267,-80.0503,,E
Jacksonwald,PA,Pennsylvania,40.328,-75.8412,,E
Candor,PA,Pennsylvania,40.392,-80.309,,E
Morrisdale,PA,Pennsylvania,40.9484,-78.2278,,E
North Warren,PA,Pennsylvania,41.8833,-79.1672,,E
Laurys Station,PA,Pennsylvania,40.7232,-75.5366,,E
Enola,PA,Pennsylvania,40.2908,-76.9348,,E
McElhattan,PA,Pennsylvania,41.1572,-77.3617,,E
Guys Mills,PA,Pennsylvania,41.6307,-79.9759,,E
Rebersburg,PA,Pennsylvania,40.9427,-77.444,,E
Pricedale,PA,Pennsylvania,40.1315,-79.8442,,E
Upper Darby,PA,Pennsylvania,39.9284,-75.2738,,E
Marguerite,PA,Pennsylvania,40.2637,-79.4634,,E
Little Britain,PA,Pennsylvania,39.7745,-76.1121,,E
Flourtown,PA,Pennsylvania,40.1039,-75.2069,,E
Castanea,PA,Pennsylvania,41.12,-77.4287,,E
Skyline View,PA,Pennsylvania,40.3376,-76.7256,,E
Kiskimere,PA,Pennsylvania,40.6178,-79.584,,E
Drifton,PA,Pennsylvania,40.9998,-75.9055,,E
Millsboro,PA,Pennsylvania,39.9902,-80.0022,,E
Westland,PA,Pennsylvania,40.2789,-80.2732,,E
Smoketown,PA,Pennsylvania,40.0388,-76.2038,,E
Stowe,PA,Pennsylvania,40.2506,-75.682,,E
Buffington,PA,Pennsylvania,39.9298,-79.8394,,E
Cairnbrook,PA,Pennsylvania,40.1246,-78.819,,E
Marion,PA,Pennsylvania,39.8607,-77.7016,,E
Jerseytown,PA,Pennsylvania,41.0889,-76.5804,,E
Buffalo,PA,Pennsylvania,40.2265,-80.3603,,E
Anita,PA,Pennsylvania,41.0015,-78.9631,,E
Edie,PA,Pennsylvania,40.0863,-79.128,,E
New Berlinville,PA,Pennsylvania,40.3451,-75.6314,,E
Hyde,PA,Pennsylvania,41.0075,-78.4689,,E
Belfast,PA,Pennsylvania,40.7833,-75.2755,,E
Niverton,PA,Pennsylvania,39.7309,-79.1317,,E
Cetronia,PA,Pennsylvania,40.5851,-75.5435,,E
Rowes Run,PA,Pennsylvania,40.0089,-79.8177,,E
Palmer Heights,PA,Pennsylvania,40.6907,-75.2671,,E
Saint Peters,PA,Pennsylvania,40.1801,-75.7308,,E
Harmonsburg,PA,Pennsylvania,41.6656,-80.3143,,E
Winfield,PA,Pennsylvania,40.8998,-76.8578,,E
Derrick City,PA,Pennsylvania,41.9706,-78.5714,,E
Penn Estates,PA,Pennsylvania,41.0346,-75.2417,,E
Beach Lake,PA,Pennsylvania,41.6018,-75.1499,,E
Lampeter,PA,Pennsylvania,39.9909,-76.242,,E
Gaines,PA,Pennsylvania,41.752,-77.5575,,E
Fredericktown,PA,Pennsylvania,40.0019,-80.0092,,E
Paulton,PA,Pennsylvania,40.5706,-79.5748,,E
Oval,PA,Pennsylvania,41.1522,-77.1744,,E
Lima,PA,Pennsylvania,39.9194,-75.4417,,E
Gladden,PA,Pennsylvania,40.3392,-80.1787,,E
Bowers,PA,Pennsylvania,40.4849,-75.7423,,E
East Smithfield,PA,Pennsylvania,41.8645,-76.6255,,E
Wilburton Number Two,PA,Pennsylvania,40.8186,-76.3782,,E
Aristes,PA,Pennsylvania,40.8155,-76.3395,,E
Larimer,PA,Pennsylvania,40.3453,-79.7264,,E
Maysville,PA,Pennsylvania,40.5631,-79.4506,,E
Sheatown,PA,Pennsylvania,41.1938,-76.0188,,E
Bishop,PA,Pennsylvania,40.3206,-80.187,,E
Lake Ariel,PA,Pennsylvania,41.454,-75.3827,,E
Rossiter,PA,Pennsylvania,40.8991,-78.9356,,E
Bushkill,PA,Pennsylvania,41.0934,-75.0018,,E
Mont Clare,PA,Pennsylvania,40.139,-75.5024,,E
Blue Ball,PA,Pennsylvania,40.1157,-76.0517,,E
Strong,PA,Pennsylvania,40.7975,-76.4401,,E
South Montrose,PA,Pennsylvania,41.7973,-75.8913,,E
Table Rock,PA,Pennsylvania,39.9123,-77.2229,,E
Bulger,PA,Pennsylvania,40.3767,-80.323,,E
Lincoln Park,PA,Pennsylvania,40.3147,-75.9886,,E
Rheems,PA,Pennsylvania,40.1256,-76.5734,,E
Bobtown,PA,Pennsylvania,39.7603,-79.9844,,E
Tylersville,PA,Pennsylvania,40.9906,-77.425,,E
Trevose,PA,Pennsylvania,40.1509,-74.982,,E
Milford Square,PA,Pennsylvania,40.4325,-75.4056,,E
West Hamburg,PA,Pennsylvania,40.5524,-76.002,,E
Aladdin,PA,Pennsylvania,40.6917,-79.6567,,E
Warwick,PA,Pennsylvania,40.1651,-75.7838,,E
Herminie,PA,Pennsylvania,40.2635,-79.7136,,E
East Berwick,PA,Pennsylvania,41.0654,-76.2208,,E
Ickesburg,PA,Pennsylvania,40.4559,-77.3517,,E
Linden,PA,Pennsylvania,40.2281,-80.1409,,E
Bacton,PA,Pennsylvania,40.0568,-75.5863,,E
Crenshaw,PA,Pennsylvania,41.2488,-78.7541,,E
South Philipsburg,PA,Pennsylvania,40.887,-78.2185,,E
Campbelltown,PA,Pennsylvania,40.2761,-76.5848,,E
Harleysville,PA,Pennsylvania,40.2791,-75.3872,,E
Criders Corners,PA,Pennsylvania,40.6859,-80.1006,,E
Sunset Valley,PA,Pennsylvania,40.3053,-79.7392,,E
Pleasant View,PA,Pennsylvania,40.6121,-79.5711,,E
North Philipsburg,PA,Pennsylvania,40.9092,-78.2088,,E
Temple,PA,Pennsylvania,40.4085,-75.9225,,E
Rixford,PA,Pennsylvania,41.9262,-78.4942,,E
Brooklyn,PA,Pennsylvania,41.7512,-75.8069,,E
Heidlersburg,PA,Pennsylvania,39.9504,-77.1493,,E
Vanport,PA,Pennsylvania,40.6845,-80.329,,E
Blandon,PA,Pennsylvania,40.4446,-75.8799,,E
Force,PA,Pennsylvania,41.2581,-78.5035,,E
Cammal,PA,Pennsylvania,41.4034,-77.463,,E
Mingoville,PA,Pennsylvania,40.937,-77.6597,,E
Imperial,PA,Pennsylvania,40.4537,-80.2499,,E
James City,PA,Pennsylvania,41.618,-78.8443,,E
Sidman,PA,Pennsylvania,40.3235,-78.7523,,E
West Alexander,PA,Pennsylvania,40.107,-80.5092,,E
Siglerville,PA,Pennsylvania,40.7367,-77.5319,,E
New Market,PA,Pennsylvania,40.2231,-76.8562,,E
Bowmansville,PA,Pennsylvania,40.203,-76.0198,,E
Fairoaks,PA,Pennsylvania,40.5795,-80.2167,,E
Tipton,PA,Pennsylvania,40.6359,-78.3001,,E
Marienville,PA,Pennsylvania,41.4688,-79.1181,,E
Rogersville,PA,Pennsylvania,39.8807,-80.2693,,E
Orchard Hills,PA,Pennsylvania,40.5849,-79.5416,,E
Waller,PA,Pennsylvania,41.2337,-76.4216,,E
Muir,PA,Pennsylvania,40.5943,-76.5186,,E
Dryville,PA,Pennsylvania,40.4623,-75.7532,,E
Exton,PA,Pennsylvania,40.0307,-75.6303,,E
Farmersville,PA,Pennsylvania,40.129,-76.1558,,E
Rose Tree,PA,Pennsylvania,39.9343,-75.3902,,E
Leeper,PA,Pennsylvania,41.3704,-79.3056,,E
Browntown,PA,Pennsylvania,41.3138,-75.7826,,E
Bird in Hand,PA,Pennsylvania,40.0372,-76.1862,,E
Salunga,PA,Pennsylvania,40.0929,-76.4279,,E
Greenwood,PA,Pennsylvania,40.5326,-78.3589,,E
Trucksville,PA,Pennsylvania,41.3101,-75.9281,,E
Sardis,PA,Pennsylvania,40.4917,-79.6917,,E
Orviston,PA,Pennsylvania,41.1073,-77.7533,,E
Prospectville,PA,Pennsylvania,40.2118,-75.1857,,E
West Nanticoke,PA,Pennsylvania,41.2202,-76.0095,,E
Vicksburg,PA,Pennsylvania,40.9384,-76.9905,,E
Alfarata,PA,Pennsylvania,40.662,-77.4558,,E
Glen Lyon,PA,Pennsylvania,41.1796,-76.0782,,E
Wagner,PA,Pennsylvania,40.6801,-77.3877,,E
Slate Lick,PA,Pennsylvania,40.767,-79.6428,,E
Cochranville,PA,Pennsylvania,39.8905,-75.9241,,E
Montgomeryville,PA,Pennsylvania,40.2502,-75.2405,,E
Meridian,PA,Pennsylvania,40.8531,-79.9555,,E
Christy Manor,PA,Pennsylvania,40.7384,-79.5287,,E
Northvue,PA,Pennsylvania,40.9206,-79.932,,E
Maple Glen,PA,Pennsylvania,40.1777,-75.1793,,E
West Lawn,PA,Pennsylvania,40.3289,-75.9939,,E
South Uniontown,PA,Pennsylvania,39.8939,-79.7465,,E
Gouldsboro,PA,Pennsylvania,41.2428,-75.4448,,E
Bauerstown,PA,Pennsylvania,40.4959,-79.9764,,E
Adamsville,PA,Pennsylvania,41.5114,-80.3703,,E
West Decatur,PA,Pennsylvania,40.929,-78.2827,,E
Beaverdale,PA,Pennsylvania,40.3242,-78.7013,,E
Newfoundland,PA,Pennsylvania,41.3073,-75.3199,,E
Glenside,PA,Pennsylvania,40.1032,-75.1517,,E
Groveton,PA,Pennsylvania,40.504,-80.1403,,E
Blandburg,PA,Pennsylvania,40.6838,-78.4158,,E
Spring Mount,PA,Pennsylvania,40.2755,-75.4651,,E
Sun Valley,PA,Pennsylvania,40.98,-75.4688,,E
Kimberton,PA,Pennsylvania,40.1307,-75.5721,,E
Springmont,PA,Pennsylvania,40.3274,-76.0043,,E
Pleasant Valley,PA,Pennsylvania,40.379,-79.6737,,E
Foster Brook,PA,Pennsylvania,41.9793,-78.6063,,E
Pocono Mountain Lake Estates,PA,Pennsylvania,41.1567,-74.9646,,E
Salina,PA,Pennsylvania,40.5217,-79.4981,,E
Newtown Square,PA,Pennsylvania,39.9868,-75.401,,E
Houserville,PA,Pennsylvania,40.8266,-77.8226,,E
Rehrersburg,PA,Pennsylvania,40.4575,-76.2462,,E
Lawrence,PA,Pennsylvania,40.3042,-80.1185,,E
Five Points,PA,Pennsylvania,40.5717,-80.2559,,E
Baidland,PA,Pennsylvania,40.1888,-79.9533,,E
Brandywine Manor,PA,Pennsylvania,40.0615,-75.8097,,E
Marshallton,PA,Pennsylvania,39.9498,-75.6802,,E
Cementon,PA,Pennsylvania,40.689,-75.5161,,E
Gold,PA,Pennsylvania,41.872,-77.8372,,E
Greeley,PA,Pennsylvania,41.4212,-74.9952,,E
Hebron,PA,Pennsylvania,40.339,-76.3989,,E
Crosby,PA,Pennsylvania,41.7451,-78.3903,,E
Feasterville,PA,Pennsylvania,40.154,-74.9915,,E
Bovard,PA,Pennsylvania,40.3198,-79.5034,,E
Pocono Pines,PA,Pennsylvania,41.1149,-75.4589,,E
Graterford,PA,Pennsylvania,40.2257,-75.4546,,E
Geneva,PA,Pennsylvania,41.5621,-80.226,,E
Mohrsville,PA,Pennsylvania,40.4781,-75.9852,,E
Quentin,PA,Pennsylvania,40.2792,-76.4352,,E
Fernville,PA,Pennsylvania,41.0024,-76.4752,,E
East Uniontown,PA,Pennsylvania,39.896,-79.6976,,E
Jacksonville,PA,Pennsylvania,40.5652,-79.2952,,E
Wynnewood,PA,Pennsylvania,40.0029,-75.2707,,E
Treveskyn,PA,Pennsylvania,40.3487,-80.1548,,E
Slatedale,PA,Pennsylvania,40.7439,-75.6583,,E
Rauchtown,PA,Pennsylvania,41.1261,-77.2363,,E
Lionville,PA,Pennsylvania,40.0524,-75.644,,E
Morgan,PA,Pennsylvania,40.3542,-80.1398,,E
Culmerville,PA,Pennsylvania,40.6542,-79.8389,,E
Ronks,PA,Pennsylvania,40.0267,-76.171,,E
Riddlesburg,PA,Pennsylvania,40.162,-78.2545,,E
Shorterville,AL,Alabama,31.5702,-85.1013,,E
Arlington,VT,Vermont,43.0691,-73.1475,,E
Barnet,VT,Vermont,44.2956,-72.0496,,E
Groton,VT,Vermont,44.214,-72.1968,,E
Shelburne,VT,Vermont,44.3759,-73.2265,,E
West Pawlet,VT,Vermont,43.3537,-73.2521,,E
Chelsea,VT,Vermont,43.987,-72.4523,,E
Irasburg,VT,Vermont,44.8002,-72.2852,,E
East Montpelier,VT,Vermont,44.2694,-72.4883,,E
Island Pond,VT,Vermont,44.8125,-71.8862,,E
Manchester Center,VT,Vermont,43.1822,-73.0362,,E
Cavendish,VT,Vermont,43.3863,-72.6064,,E
West Topsham,VT,Vermont,44.1151,-72.3118,,E
Northfield,VT,Vermont,44.1531,-72.6557,,E
Concord,VT,Vermont,44.4324,-71.8861,,E
Plainfield,VT,Vermont,44.2766,-72.427,,E
Troy,VT,Vermont,44.909,-72.4046,,E
North Wolcott,VT,Vermont,44.6112,-72.4604,,E
Windsor,VT,Vermont,43.4799,-72.3936,,E
Brattleboro,VT,Vermont,42.8588,-72.5628,,E
Rochester,VT,Vermont,43.8743,-72.8052,,E
Beecher Falls,VT,Vermont,45.009,-71.4935,,E
Bennington,VT,Vermont,42.8746,-73.1852,,E
Brandon,VT,Vermont,43.801,-73.0843,,E
East Barre,VT,Vermont,44.1498,-72.4498,,E
Williamstown,VT,Vermont,44.1218,-72.5427,,E
South Shaftsbury,VT,Vermont,42.9411,-73.202,,E
Waitsfield,VT,Vermont,44.19,-72.8246,,E
Stowe,VT,Vermont,44.4662,-72.6854,,E
Websterville,VT,Vermont,44.1617,-72.4722,,E
Wilder,VT,Vermont,43.6731,-72.3109,,E
South Royalton,VT,Vermont,43.8123,-72.5155,,E
East Burke,VT,Vermont,44.5875,-71.9403,,E
Jericho,VT,Vermont,44.5049,-72.9879,,E
Castleton,VT,Vermont,43.6053,-73.1853,,E
Chester,VT,Vermont,43.2647,-72.5935,,E
Newport Center,VT,Vermont,44.9509,-72.3042,,E
Glover,VT,Vermont,44.7077,-72.1934,,E
Hinesburg,VT,Vermont,44.3299,-73.1062,,E
Quechee,VT,Vermont,43.6444,-72.4184,,E
Middlebury,VT,Vermont,44.0079,-73.1575,,E
West Brattleboro,VT,Vermont,42.8559,-72.6018,,E
Fairfield,VT,Vermont,44.802,-72.9457,,E
Richmond,VT,Vermont,44.4076,-72.9965,,E
Fairlee,VT,Vermont,43.899,-72.1546,,E
South Barre,VT,Vermont,44.1646,-72.5038,,E
North Westminster,VT,Vermont,43.1219,-72.4555,,E
White River Junction,VT,Vermont,43.6496,-72.3239,,E
North Hartland,VT,Vermont,43.5936,-72.3578,,E
Bethel,VT,Vermont,43.8312,-72.6365,,E
Alburg,VT,Vermont,44.975,-73.3001,,E
Readsboro,VT,Vermont,42.7684,-72.949,,E
North Springfield,VT,Vermont,43.33,-72.5263,,E
East Middlebury,VT,Vermont,43.9747,-73.1056,,E
Benson,VT,Vermont,43.7072,-73.3094,,E
Bradford,VT,Vermont,43.996,-72.1266,,E
East Randolph,VT,Vermont,43.9401,-72.5551,,E
Proctorsville,VT,Vermont,43.3824,-72.6415,,E
Fairfax,VT,Vermont,44.6695,-73.0106,,E
Greensboro,VT,Vermont,44.577,-72.3021,,E
Dorset,VT,Vermont,43.255,-73.1009,,E
Worcester,VT,Vermont,44.3718,-72.5495,,E
Canaan,VT,Vermont,45.0044,-71.5344,,E
West Dover,VT,Vermont,42.9392,-72.8529,,E
West Rutland,VT,Vermont,43.5972,-73.0451,,E
Putney,VT,Vermont,42.9758,-72.5256,,E
Cabot,VT,Vermont,44.405,-72.3115,,E
Danville,VT,Vermont,44.4105,-72.1409,,E
Fair Haven,VT,Vermont,43.5928,-73.2694,,E
Springfield,VT,Vermont,43.2888,-72.4758,,E
Lowell,VT,Vermont,44.7951,-72.4449,,E
Hartland,VT,Vermont,43.5425,-72.4,,E
Norwich,VT,Vermont,43.7202,-72.3018,,E
Ascutney,VT,Vermont,43.408,-72.407,,E
Wells,VT,Vermont,43.421,-73.2073,,E
Milton,VT,Vermont,44.6352,-73.1155,,E
Hardwick,VT,Vermont,44.5022,-72.3654,,E
Coventry,VT,Vermont,44.866,-72.2679,,E
Wilmington,VT,Vermont,42.8718,-72.8677,,E
Bristol,VT,Vermont,44.1383,-73.0874,,E
Saint Johnsbury,VT,Vermont,44.4287,-72.0116,,E
Wallingford,VT,Vermont,43.4749,-72.9675,,E
Pittsford,VT,Vermont,43.7068,-73.029,,E
Graniteville,VT,Vermont,44.1463,-72.4818,,E
Greensboro Bend,VT,Vermont,44.5583,-72.2642,,E
Randolph,VT,Vermont,43.9273,-72.6728,,E
Pine Mountain Valley,GA,Georgia,32.7987,-84.8233,,E
Blackwells,GA,Georgia,33.9948,-84.518,,E
Godwinsville,GA,Georgia,32.1357,-83.1271,,E
Madras,GA,Georgia,33.4401,-84.7422,,E
Bushnell,GA,Georgia,31.5602,-82.9599,,E
Faceville,GA,Georgia,30.7532,-84.6399,,E
Cadley,GA,Georgia,33.5337,-82.6596,,E
Appling,GA,Georgia,33.5588,-82.3183,,E
Eulonia,GA,Georgia,31.5333,-81.427,,E
Modoc,GA,Georgia,32.6557,-82.3093,,E
Normantown,GA,Georgia,32.3063,-82.3696,,E
Potterville,GA,Georgia,32.5146,-84.1174,,E
Holland,GA,Georgia,34.352,-85.3725,,E
Noonday,GA,Georgia,34.062,-84.5213,,E
McKinnon,GA,Georgia,31.4252,-81.9268,,E
Boykin,GA,Georgia,31.1017,-84.6848,,E
Gloster,GA,Georgia,33.9098,-84.0652,,E
Haddock,GA,Georgia,33.0326,-83.4291,,E
Veal,GA,Georgia,33.4359,-85.2302,,E
Mount Bethel,GA,Georgia,33.9662,-84.4113,,E
Vesta,GA,Georgia,33.9565,-82.9385,,E
Dickey,GA,Georgia,31.5571,-84.6602,,E
Lakeview,GA,Georgia,34.9777,-85.2539,,E
White Sulphur Springs,GA,Georgia,32.9079,-84.8033,,E
Godfrey,GA,Georgia,33.4535,-83.5049,,E
Moxley,GA,Georgia,32.9196,-82.3912,,E
Rex,GA,Georgia,33.5921,-84.2699,,E
Deenwood,GA,Georgia,31.2477,-82.3677,,E
Howard,GA,Georgia,32.5982,-84.3786,,E
Coosa,GA,Georgia,34.2545,-85.3544,,E
Satolah,GA,Georgia,34.9904,-83.1929,,E
Durand,GA,Georgia,32.9171,-84.7738,,E
Townsend,GA,Georgia,31.5394,-81.5226,,E
Morganville,GA,Georgia,34.9365,-85.4536,,E
Martinez,GA,Georgia,33.5209,-82.0985,,E
Saint Marks,GA,Georgia,33.1254,-84.821,,E
Cherry Log,GA,Georgia,34.7864,-84.3839,,E
Henderson,GA,Georgia,32.3413,-83.7893,,E
Rock Spring,GA,Georgia,34.8242,-85.2427,,E
West Green,GA,Georgia,31.613,-82.7346,,E
Winokur,GA,Georgia,31.0383,-82.0201,,E
Gracewood,GA,Georgia,33.3726,-82.0321,,E
North Druid Hills,GA,Georgia,33.8182,-84.3255,,E
Dixie Union,GA,Georgia,31.3394,-82.4632,,E
Crabapple,GA,Georgia,34.0901,-84.3385,,E
Calvary,GA,Georgia,30.7225,-84.3541,,E
Oakdale,GA,Georgia,33.8187,-84.4977,,E
Webb,GA,Georgia,34.0973,-84.2594,,E
Coal Mountain,GA,Georgia,34.2715,-84.1007,,E
Tarboro,GA,Georgia,31.0177,-81.8054,,E
Emory,GA,Georgia,33.789,-84.3208,,E
Chicopee,GA,Georgia,34.2534,-83.8435,,E
Acree,GA,Georgia,31.5555,-83.996,,E
Lincoln Park,GA,Georgia,32.8674,-84.3348,,E
Weber,GA,Georgia,31.2371,-83.1399,,E
Hortense,GA,Georgia,31.3366,-81.9562,,E
Mountain View,GA,Georgia,33.6418,-84.3902,,E
Dames Ferry,GA,Georgia,33.0221,-83.7249,,E
Towns,GA,Georgia,32.0043,-82.7546,,E
Springvale,GA,Georgia,31.8282,-84.8796,,E
Shellman Bluff,GA,Georgia,31.5727,-81.3232,,E
Vinings,GA,Georgia,33.8608,-84.4686,,E
Gumlog,GA,Georgia,34.4953,-83.0975,,E
Hatley,GA,Georgia,31.8993,-83.6132,,E
Doles,GA,Georgia,31.6993,-83.8852,,E
Huber,GA,Georgia,32.7043,-83.5563,,E
Millhaven,GA,Georgia,32.9338,-81.6496,,E
Shingler,GA,Georgia,31.5782,-83.7846,,E
Culverton,GA,Georgia,33.3085,-82.8951,,E
Stovall,GA,Georgia,32.961,-84.8519,,E
Elmodel,GA,Georgia,31.3457,-84.4724,,E
Round Oak,GA,Georgia,33.111,-83.6152,,E
Excelsior,GA,Georgia,32.3135,-81.966,,E
Wayside,GA,Georgia,33.0612,-83.6049,,E
Gordy,GA,Georgia,31.4805,-83.8799,,E
Inman,GA,Georgia,33.3854,-84.4119,,E
Chula,GA,Georgia,31.5496,-83.5474,,E
Coleman,GA,Georgia,31.6716,-84.8902,,E
Cataula,GA,Georgia,32.6554,-84.8685,,E
Raymond,GA,Georgia,33.3387,-84.7147,,E
Phelps,GA,Georgia,34.6981,-84.9833,,E
Gresham Park,GA,Georgia,33.7053,-84.3155,,E
Ohoopee,GA,Georgia,32.1802,-82.2196,,E
Apalachee,GA,Georgia,33.6865,-83.431,,E
Sumac,GA,Georgia,34.8837,-84.7994,,E
Howell,GA,Georgia,30.8277,-83.0538,,E
Sea Island,GA,Georgia,31.1836,-81.3498,,E
Ellenwood,GA,Georgia,33.6101,-84.288,,E
Starrs Mill,GA,Georgia,33.3273,-84.5124,,E
Baden,GA,Georgia,30.7174,-83.5652,,E
Habersham,GA,Georgia,34.5898,-83.5605,,E
Elko,GA,Georgia,32.331,-83.7063,,E
Horns,GA,Georgia,32.6754,-84.0035,,E
Whitesville,GA,Georgia,32.8176,-85.0313,,E
McKinney,GA,Georgia,32.926,-84.2919,,E
Barney,GA,Georgia,31.0082,-83.5129,,E
Rosier,GA,Georgia,32.9782,-82.2426,,E
Eagle Grove,GA,Georgia,34.2918,-83.0043,,E
Roper,GA,Georgia,31.8121,-82.6515,,E
Twin Lakes,GA,Georgia,30.696,-83.2057,,E
Montgomery,GA,Georgia,31.9438,-81.1081,,E
Odessadale,GA,Georgia,33.016,-84.813,,E
Indian Springs,GA,Georgia,34.9606,-85.1592,,E
Pine Park,GA,Georgia,30.8513,-84.1018,,E
Brookfield,GA,Georgia,31.4185,-83.391,,E
Waverly,GA,Georgia,31.0958,-81.7226,,E
Epworth,GA,Georgia,34.951,-84.3808,,E
Wesley,GA,Georgia,32.4835,-82.331,,E
Doyle,GA,Georgia,32.2843,-84.4438,,E
Hartford,GA,Georgia,32.2857,-83.4491,,E
Raoul,GA,Georgia,34.4549,-83.5995,,E
Oak Grove,GA,Georgia,34.092,-84.6152,,E
Starrsville,GA,Georgia,33.5396,-83.8193,,E
Stillwell,GA,Georgia,32.378,-81.2504,,E
Phillipsburg,GA,Georgia,31.4389,-83.5203,,E
Hutchins,GA,Georgia,33.8418,-83.1679,,E
Mershon,GA,Georgia,31.4641,-82.2573,,E
Potter,GA,Georgia,30.6469,-82.9332,,E
Plainfield,GA,Georgia,32.2888,-83.1121,,E
Seville,GA,Georgia,31.9607,-83.6012,,E
Bancroft,GA,Georgia,31.4149,-84.8399,,E
Council,GA,Georgia,30.6141,-82.511,,E
Groveland,GA,Georgia,32.1444,-81.7457,,E
White Oak,GA,Georgia,31.0313,-81.7304,,E
McRae,GA,Georgia,32.068,-82.9007,,E
Six Mile,GA,Georgia,34.1773,-85.2063,,E
Mora,GA,Georgia,31.4141,-82.9538,,E
Sunset Village,GA,Georgia,32.8946,-84.4057,,E
Elizabeth,GA,Georgia,33.9762,-84.5474,,E
Clyo,GA,Georgia,32.4841,-81.2671,,E
Zebina,GA,Georgia,33.1646,-82.3537,,E
Halfmoon Landing,GA,Georgia,31.6997,-81.2784,,E
Juliette,GA,Georgia,33.1074,-83.8002,,E
Snapfinger,GA,Georgia,33.6871,-84.2016,,E
Isle of Hope,GA,Georgia,31.9848,-81.0532,,E
Flippen,GA,Georgia,33.4832,-84.1874,,E
Mableton,GA,Georgia,33.8132,-84.5656,,E
Fowlstown,GA,Georgia,30.8027,-84.5471,,E
Benevolence,GA,Georgia,31.8818,-84.7346,,E
Glen Haven,GA,Georgia,33.744,-84.218,,E
Fair Oaks,GA,Georgia,33.9193,-84.5444,,E
Raines,GA,Georgia,31.891,-83.8643,,E
Evans,GA,Georgia,33.5619,-82.1351,,E
Colemans Lake,GA,Georgia,32.821,-82.2751,,E
Swords,GA,Georgia,33.5443,-83.3068,,E
Louvale,GA,Georgia,32.1752,-84.8252,,E
Hollywood,GA,Georgia,34.6495,-83.4474,,E
Halls,GA,Georgia,34.2984,-84.9399,,E
Moniac,GA,Georgia,30.5183,-82.2251,,E
